pid,gender,deleg,cond,feasible,achieved_class,fallback_depth,n_valid_cands,n_changed_vars,diversity,anthro_viol,energy_viol,conflict_viol,any_viol
8845,Male,conservative,C2_pre_rule,True,0.0,0.0,4,7.25,1.9933,0.0,0.0,0.0,0.0
8989,Male,-,C0_pure,True,0.0,0.0,4,16.0,22.5305,0.0,0.0,0.75,1.0
8989,Male,-,C1_posthoc,False,,,0,,,,,,
8989,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.75,4.6023,0.0,0.0,0.0,0.0
8989,Male,conservative,C2_pre_rule,True,0.0,0.0,4,9.0,4.701,0.0,0.0,0.0,0.0
3752,Male,-,C0_pure,True,0.0,0.0,4,17.0,16.6122,0.25,0.0,0.5,1.0
3752,Male,-,C1_posthoc,False,,,0,,,,,,
3752,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,18.0,8.1672,0.0,0.0,0.0,0.0
3752,Male,conservative,C2_pre_rule,True,0.0,0.0,1,16.0,0.0,0.0,0.0,0.0,0.0
7745,Male,-,C0_pure,True,0.0,0.0,4,16.0,14.2121,0.0,0.25,0.5,1.0
7745,Male,-,C1_posthoc,False,,,0,,,,,,
7745,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,7.0,2.3759,0.0,0.0,0.0,0.0
7745,Male,conservative,C2_pre_rule,True,0.0,0.0,4,7.5,2.2904,0.0,0.0,0.0,0.0
8076,Male,-,C0_pure,True,0.0,0.0,4,16.5,19.003,0.25,0.25,0.5,1.0
8076,Male,-,C1_posthoc,False,,,0,,,,,,
8076,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.25,3.6829,0.0,0.0,0.0,0.0
8076,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.25,2.8859,0.0,0.0,0.0,0.0
2601,Male,-,C0_pure,True,0.0,0.0,4,15.75,17.6466,0.0,0.25,0.5,1.0
2601,Male,-,C1_posthoc,False,,,0,,,,,,
2601,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,12.25,7.5797,0.0,0.0,0.0,0.0
2601,Male,conservative,C2_pre_rule,True,0.0,0.0,4,13.5,6.262,0.0,0.0,0.0,0.0
8843,Male,-,C0_pure,True,0.0,0.0,4,15.0,11.3636,0.75,0.0,0.0,1.0
8843,Male,-,C1_posthoc,False,,,0,,,,,,
8843,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,6.0,1.8669,0.0,0.0,0.0,0.0
8843,Male,conservative,C2_pre_rule,True,0.0,0.0,4,5.75,1.862,0.0,0.0,0.0,0.0
3197,Male,-,C0_pure,True,0.0,0.0,4,16.0,13.0452,0.25,0.0,0.5,1.0
3197,Male,-,C1_posthoc,False,,,0,,,,,,
3197,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,11.0,7.0876,0.0,0.0,0.0,0.0
3197,Male,conservative,C2_pre_rule,True,0.0,0.0,4,12.0,5.6416,0.0,0.0,0.0,0.0
6589,Male,-,C0_pure,True,0.0,0.0,4,14.5,18.4947,0.25,0.25,0.0,1.0
6589,Male,-,C1_posthoc,False,,,0,,,,,,
6589,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,7.75,5.0726,0.0,0.0,0.0,0.0
6589,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.75,4.1525,0.0,0.0,0.0,0.0
6419,Male,-,C0_pure,True,0.0,0.0,4,15.0,11.0746,0.5,0.0,0.5,1.0
6419,Male,-,C1_posthoc,False,,,0,,,,,,
6419,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,7.5,3.3654,0.0,0.0,0.0,0.0
6419,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.0,3.8259,0.0,0.0,0.0,0.0
3027,Male,-,C0_pure,True,0.0,0.0,4,17.25,16.0089,0.0,0.5,0.25,1.0
3027,Male,-,C1_posthoc,False,,,0,,,,,,
3027,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,7.5,2.5593,0.0,0.0,0.0,0.0
3027,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.0,2.4119,0.0,0.0,0.0,0.0
6352,Male,-,C0_pure,True,0.0,0.0,4,17.5,18.2942,0.0,0.25,0.25,1.0
6352,Male,-,C1_posthoc,False,,,0,,,,,,
6352,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,15.67,9.0277,0.0,0.0,0.0,0.0
6352,Male,conservative,C2_pre_rule,True,0.0,0.0,4,16.25,5.8802,0.0,0.0,0.0,0.0
5447,Male,-,C0_pure,True,0.0,0.0,4,15.25,12.7809,0.0,0.0,0.0,0.0
5447,Male,-,C1_posthoc,False,,,0,,,,,,
5447,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,12.75,8.9243,0.0,0.0,0.0,0.0
5447,Male,conservative,C2_pre_rule,True,0.0,0.0,4,14.25,9.0001,0.0,0.0,0.0,0.0
7856,Male,-,C0_pure,True,0.0,0.0,4,15.5,13.8011,0.25,0.0,0.75,1.0
7856,Male,-,C1_posthoc,False,,,0,,,,,,
7856,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,6.25,2.6861,0.0,0.0,0.0,0.0
7856,Male,conservative,C2_pre_rule,True,0.0,0.0,4,6.25,2.7378,0.0,0.0,0.0,0.0
8516,Male,-,C0_pure,True,0.0,0.0,4,16.75,19.1433,0.5,0.25,1.0,1.0
8516,Male,-,C1_posthoc,False,,,0,,,,,,
8516,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,9.0,4.5157,0.0,0.0,0.0,0.0
8516,Male,conservative,C2_pre_rule,True,0.0,0.0,3,9.0,4.2218,0.0,0.0,0.0,0.0
3849,Male,-,C0_pure,True,0.0,0.0,4,16.75,13.2496,0.0,0.25,0.0,1.0
3849,Male,-,C1_posthoc,False,,,0,,,,,,
3849,Male,aggressive,C2_pre_rule,True,2.0,2.0,1,14.0,0.0,0.0,0.0,0.0,0.0
3849,Male,conservative,C2_pre_rule,True,0.0,0.0,2,19.5,6.7106,0.0,0.0,0.0,0.0
2733,Male,-,C0_pure,True,0.0,0.0,4,15.25,19.8608,0.75,0.5,0.5,1.0
2733,Male,-,C1_posthoc,False,,,0,,,,,,
2733,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.5,2.2601,0.0,0.0,0.0,0.0
2733,Male,conservative,C2_pre_rule,True,0.0,0.0,3,8.33,1.8238,0.0,0.0,0.0,0.0
8363,Male,-,C0_pure,True,0.0,0.0,3,17.0,15.6016,1.0,0.6666666666666666,0.3333333333333333,1.0
8363,Male,-,C1_posthoc,False,,,0,,,,,,
8363,Male,aggressive,C2_pre_rule,False,,,0,,,,,,
8363,Male,conservative,C2_pre_rule,False,,,0,,,,,,
9053,Male,-,C0_pure,True,0.0,0.0,4,17.0,22.2477,0.0,0.0,0.75,1.0
9053,Male,-,C1_posthoc,False,,,0,,,,,,
9053,Male,aggressive,C2_pre_rule,True,1.0,1.0,3,10.67,7.3141,0.0,0.0,0.0,0.0
9053,Male,conservative,C2_pre_rule,True,1.0,1.0,3,11.0,5.1781,0.0,0.0,0.0,0.0
7007,Male,-,C0_pure,True,0.0,0.0,4,16.75,20.0578,0.25,0.0,1.0,1.0
7007,Male,-,C1_posthoc,False,,,0,,,,,,
7007,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,6.25,3.8025,0.0,0.0,0.0,0.0
7007,Male,conservative,C2_pre_rule,True,0.0,0.0,3,8.0,3.7039,0.0,0.0,0.0,0.0
8374,Male,-,C0_pure,True,0.0,0.0,4,14.0,9.6337,0.0,0.25,1.0,1.0
8374,Male,-,C1_posthoc,False,,,0,,,,,,
8374,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,11.0,8.061,0.0,0.0,0.0,0.0
8374,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.5,4.9457,0.0,0.0,0.0,0.0
5925,Male,-,C0_pure,True,0.0,0.0,4,14.5,17.5714,0.0,0.0,0.5,1.0
5925,Male,-,C1_posthoc,False,,,0,,,,,,
5925,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,6.75,3.1827,0.0,0.0,0.0,0.0
5925,Male,conservative,C2_pre_rule,True,0.0,0.0,4,6.75,3.4956,0.0,0.0,0.0,0.0
4792,Male,-,C0_pure,True,0.0,0.0,4,16.25,25.149,0.5,0.0,0.5,1.0
4792,Male,-,C1_posthoc,False,,,0,,,,,,
4792,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,7.25,4.9449,0.0,0.0,0.0,0.0
4792,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.25,4.9685,0.0,0.0,0.0,0.0
8521,Male,-,C0_pure,True,0.0,0.0,4,15.25,19.371,0.75,0.0,0.5,1.0
8521,Male,-,C1_posthoc,False,,,0,,,,,,
8521,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,14.33,10.7917,0.0,0.0,0.0,0.0
8521,Male,conservative,C2_pre_rule,True,0.0,0.0,3,14.67,7.5337,0.0,0.0,0.0,0.0
8410,Male,-,C0_pure,True,0.0,0.0,4,15.5,11.4852,1.0,0.25,0.5,1.0
8410,Male,-,C1_posthoc,False,,,0,,,,,,
8410,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,9.67,1.3749,0.0,0.0,0.0,0.0
8410,Male,conservative,C2_pre_rule,True,0.0,0.0,4,9.25,4.1651,0.0,0.0,0.0,0.0
9595,Male,-,C0_pure,True,0.0,0.0,4,15.5,19.3178,0.0,0.25,0.75,1.0
9595,Male,-,C1_posthoc,False,,,0,,,,,,
9595,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,10.0,8.1438,0.0,0.0,0.0,0.0
9595,Male,conservative,C2_pre_rule,True,0.0,0.0,2,9.5,8.327,0.0,0.0,0.0,0.0
8225,Male,-,C0_pure,True,0.0,0.0,4,14.75,15.3764,0.0,0.25,0.75,1.0
8225,Male,-,C1_posthoc,False,,,0,,,,,,
8225,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.25,2.4857,0.0,0.0,0.0,0.0
8225,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.25,3.0984,0.0,0.0,0.0,0.0
6704,Male,-,C0_pure,True,0.0,0.0,4,16.25,22.1666,0.0,0.25,0.25,1.0
6704,Male,-,C1_posthoc,False,,,0,,,,,,
6704,Male,aggressive,C2_pre_rule,True,1.0,1.0,2,14.0,5.1013,0.0,0.0,0.0,0.0
6704,Male,conservative,C2_pre_rule,True,1.0,1.0,1,13.0,0.0,0.0,0.0,0.0,0.0
6524,Male,-,C0_pure,True,0.0,0.0,4,14.5,9.7727,0.0,0.0,0.5,1.0
6524,Male,-,C1_posthoc,False,,,0,,,,,,
6524,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,9.75,4.048,0.0,0.0,0.0,0.0
6524,Male,conservative,C2_pre_rule,True,0.0,0.0,4,10.0,3.5316,0.0,0.0,0.0,0.0
3865,Male,-,C0_pure,True,0.0,0.0,4,16.75,23.99,0.25,0.25,0.5,1.0
3865,Male,-,C1_posthoc,False,,,0,,,,,,
3865,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.0,7.6258,0.0,0.0,0.0,0.0
3865,Male,conservative,C2_pre_rule,True,0.0,0.0,3,9.0,7.0822,0.0,0.0,0.0,0.0
7571,Male,-,C0_pure,True,0.0,0.0,4,15.5,19.1449,0.25,0.0,0.25,1.0
7571,Male,-,C1_posthoc,False,,,0,,,,,,
7571,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,6.0,1.7449,0.0,0.0,0.0,0.0
7571,Male,conservative,C2_pre_rule,True,0.0,0.0,4,6.75,2.2996,0.0,0.0,0.0,0.0
9381,Male,-,C0_pure,True,0.0,0.0,4,14.0,14.0492,0.0,0.5,0.5,1.0
9381,Male,-,C1_posthoc,False,,,0,,,,,,
9381,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.25,4.1095,0.0,0.0,0.0,0.0
9381,Male,conservative,C2_pre_rule,True,0.0,0.0,3,8.33,3.2609,0.0,0.0,0.0,0.0
2694,Male,-,C0_pure,True,0.0,0.0,4,16.5,15.4417,0.0,0.0,0.0,0.0
2694,Male,-,C1_posthoc,False,,,0,,,,,,
2694,Male,aggressive,C2_pre_rule,True,0.0,0.0,2,18.0,9.432,0.0,0.0,0.0,0.0
2694,Male,conservative,C2_pre_rule,True,0.0,0.0,1,21.0,0.0,0.0,0.0,0.0,0.0
6647,Male,-,C0_pure,True,0.0,0.0,4,17.0,14.2792,0.0,0.25,0.25,1.0
6647,Male,-,C1_posthoc,False,,,0,,,,,,
6647,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,7.33,2.7304,0.0,0.0,0.0,0.0
6647,Male,conservative,C2_pre_rule,True,0.0,0.0,2,9.0,4.8856,0.0,0.0,0.0,0.0
6681,Male,-,C0_pure,True,0.0,0.0,4,16.5,26.7125,0.75,0.5,0.25,1.0
6681,Male,-,C1_posthoc,False,,,0,,,,,,
6681,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,9.0,2.5855,0.0,0.0,0.0,0.0
6681,Male,conservative,C2_pre_rule,True,0.0,0.0,4,8.75,3.6862,0.0,0.0,0.0,0.0
3537,Male,-,C0_pure,True,0.0,0.0,4,15.75,12.7542,0.0,0.75,0.75,1.0
3537,Male,-,C1_posthoc,False,,,0,,,,,,
3537,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,11.0,4.5406,0.0,0.0,0.0,0.0
3537,Male,conservative,C2_pre_rule,True,0.0,0.0,3,11.67,4.5579,0.0,0.0,0.0,0.0
8517,Male,-,C0_pure,True,0.0,0.0,4,15.0,17.7285,0.0,0.25,0.25,1.0
8517,Male,-,C1_posthoc,False,,,0,,,,,,
8517,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,14.33,10.7107,0.0,0.0,0.0,0.0
8517,Male,conservative,C2_pre_rule,True,0.0,0.0,3,14.67,6.8497,0.0,0.0,0.0,0.0
5624,Male,-,C0_pure,True,0.0,0.0,4,16.0,21.9353,0.75,0.25,0.0,1.0
5624,Male,-,C1_posthoc,False,,,0,,,,,,
5624,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,8.67,4.171,0.0,0.0,0.0,0.0
5624,Male,conservative,C2_pre_rule,True,0.0,0.0,2,10.5,4.6092,0.0,0.0,0.0,0.0
9456,Male,-,C0_pure,True,0.0,0.0,4,14.5,14.2012,0.5,0.0,0.5,1.0
9456,Male,-,C1_posthoc,False,,,0,,,,,,
9456,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,8.25,2.832,0.0,0.0,0.0,0.0
9456,Male,conservative,C2_pre_rule,True,0.0,0.0,3,8.33,2.8067,0.0,0.0,0.0,0.0
6741,Male,-,C0_pure,True,0.0,0.0,4,15.75,16.0885,0.0,0.0,0.75,1.0
6741,Male,-,C1_posthoc,False,,,0,,,,,,
6741,Male,aggressive,C2_pre_rule,True,0.0,0.0,2,15.0,2.5587,0.0,0.0,0.0,0.0
6741,Male,conservative,C2_pre_rule,True,0.0,0.0,2,17.0,8.6464,0.0,0.0,0.0,0.0
9657,Male,-,C0_pure,True,0.0,0.0,4,17.0,21.159,0.0,0.5,0.25,1.0
9657,Male,-,C1_posthoc,False,,,0,,,,,,
9657,Male,aggressive,C2_pre_rule,True,0.0,0.0,3,16.0,7.8907,0.0,0.0,0.0,0.0
9657,Male,conservative,C2_pre_rule,True,0.0,0.0,2,19.5,9.9562,0.0,0.0,0.0,0.0
2712,Male,-,C0_pure,True,0.0,0.0,4,16.75,22.7751,0.0,0.25,0.25,1.0
2712,Male,-,C1_posthoc,False,,,0,,,,,,
2712,Male,aggressive,C2_pre_rule,True,0.0,0.0,4,11.5,7.1831,0.0,0.0,0.0,0.0
